blinded_case_id,sample_bucket,assertion_id,gene,variant_identifier,baseline_condition_label,followup_condition_label,domain,CAB_regime,CAB_routing_action,reason_code,evidence_fields_shown_to_adjudicator,condition_label_drift,cross_environment_drift,semantic_drift_without_reclassification,conservative_composite_non_portability,identity_vs_meaning_discordance,recommended_adjudication_question,expected_expert_decision_category,endpoint_status_hidden_shown_flag
CABCASE_6838E76EAC,identity-vs-meaning discordant,ARR_1678112,ANK2,ARR_1678112,,,inherited_arrhythmia,nonspecific_underresolved,contextual_repair,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_contextual_repair_before_reuse,shown_answer_key
CABCASE_6F5B28D0FA,identity-vs-meaning discordant,ARR_1730458,SCN5A,ARR_1730458,,,inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_5B2B55532A,identity-vs-meaning discordant,ARR_420260,KCNH2,ARR_420260,,,inherited_arrhythmia,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_74B4F5B3A9,identity-vs-meaning discordant,ARR_519356,RYR2,ARR_519356,,,inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_2345BE70B6,identity-vs-meaning discordant,ARR_1392890,SCN5A,ARR_1392890,, / follow-up semantic drift,inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_A1E59419D3,identity-vs-meaning discordant,ARR_982634,RYR2,ARR_982634,,,inherited_arrhythmia,pleiotropic_collision,direct_use,source identity accepted but disease-meaning portability failed,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_F5D6F38606,identity-vs-meaning discordant,ARR_423108,SCN5A,ARR_423108,, / follow-up semantic drift,inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_F3F900D4AF,identity-vs-meaning discordant,ARR_1202184,KCNH2,ARR_1202184,,,inherited_arrhythmia,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_335680CBE7,identity-vs-meaning discordant,ARR_523953,KCNH2,ARR_523953,,,inherited_arrhythmia,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_582C13D5A5,identity-vs-meaning discordant,ARR_1187556,SCN5A,ARR_1187556,,,inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_E00432A5D5,identity-vs-meaning discordant,ARR_1451878,SCN5A,ARR_1451878,, / follow-up semantic drift,inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_6A6EC676D1,identity-vs-meaning discordant,ARR_817016,KCNQ1,ARR_817016,,,inherited_arrhythmia,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_3F5A57723D,identity-vs-meaning discordant,ARR_374861,HCN4,ARR_374861,,,inherited_arrhythmia,syndrome_organ_boundary,direct_use,source identity accepted but syndrome/developmental phenotype-domain concordance failed,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_FDF591B5F7,identity-vs-meaning discordant,ARR_426612,SCN5A,ARR_426612,,,inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_A5C80D85FA,identity-vs-meaning discordant,ARR_817961,KCNH2,ARR_817961,,,inherited_arrhythmia,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_6432B34B36,identity-vs-meaning discordant,ARR_1737836,SCN5A,ARR_1737836,, / follow-up semantic drift,inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_61CDFFF38F,identity-vs-meaning discordant,ARR_1214422,CACNA1C,ARR_1214422,, / follow-up semantic drift,inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_A6D532ADDA,identity-vs-meaning discordant,ARR_421358,SCN5A,ARR_421358,, / follow-up semantic drift,inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_6F9BF5297A,identity-vs-meaning discordant,ARR_1695772,ANK2,ARR_1695772,,,inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_73BB63181D,identity-vs-meaning discordant,ARR_1773663,RYR2,ARR_1773663,,,inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_7590B13822,identity-vs-meaning discordant,ARR_372582,RYR2,ARR_372582,,,inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_82AA98E3C9,identity-vs-meaning discordant,ARR_406426,SCN5A,ARR_406426,, / follow-up semantic drift,inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_D3C437CBA1,identity-vs-meaning discordant,ARR_1452285,SCN5A,ARR_1452285,, / follow-up semantic drift,inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_A11D91F218,identity-vs-meaning discordant,ARR_495746,KCNH2,ARR_495746,,,inherited_arrhythmia,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_F497E5F0AA,identity-vs-meaning discordant,ARR_519501,KCNH2,ARR_519501,,,inherited_arrhythmia,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_2F33E3D70C,identity-vs-meaning discordant,ARR_1755450,SCN5A,ARR_1755450,,,inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_9CF4C08B03,identity-vs-meaning discordant,ARR_1344837,CACNA1C,ARR_1344837,,,inherited_arrhythmia,pleiotropic_collision,contextual_repair,source identity accepted but disease-meaning portability failed,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_contextual_repair_before_reuse,shown_answer_key
CABCASE_1E5EBFDCBF,identity-vs-meaning discordant,ARR_1068181,SCN5A,ARR_1068181,, / follow-up semantic drift,inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_240BBB5089,identity-vs-meaning discordant,ARR_1743359,SCN5A,ARR_1743359,,,inherited_arrhythmia,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_DC23642152,identity-vs-meaning discordant,ARR_432733,SCN5A,ARR_432733,, / follow-up semantic drift,inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_F48F145757,identity-vs-meaning discordant,ARR_956404,SCN5A,ARR_956404,, / follow-up semantic drift,inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_798C151888,identity-vs-meaning discordant,ARR_1733997,SCN5A,ARR_1733997,, / follow-up semantic drift,inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_B4774BFD12,identity-vs-meaning discordant,ARR_373047,KCNH2,ARR_373047,,,inherited_arrhythmia,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_2142E91085,identity-vs-meaning discordant,ARR_1213111,RYR2,ARR_1213111,,,inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_A53CADF44A,high-risk future-drift predicted,CANCER_90957,MSH2,CANCER_90957,, / follow-up semantic drift,hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_DD6E3AB76C,high-risk future-drift predicted,CANCER_433858,MLH1,CANCER_433858,, / follow-up semantic drift,hereditary_cancer,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_3B810E7C39,high-risk future-drift predicted,CANCER_1767561,PMS2,CANCER_1767561,, / follow-up semantic drift,hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,True,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_F0D854970F,high-risk future-drift predicted,CANCER_370103,ATM,CANCER_370103,,,hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_68C1092210,high-risk future-drift predicted,CANCER_142188,ATM,CANCER_142188,, / follow-up semantic drift,hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,True,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_E782619371,high-risk future-drift predicted,CANCER_234089,ATM,CANCER_234089,, / follow-up semantic drift,hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,True,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_CBFC41046D,high-risk future-drift predicted,ARR_1254662,SCN5A,ARR_1254662,, / follow-up semantic drift,inherited_arrhythmia,nonspecific_underresolved,contextual_repair,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_contextual_repair_before_reuse,shown_answer_key
CABCASE_D3D486339D,high-risk future-drift predicted,CANCER_651982,CDH1,CANCER_651982,, / follow-up semantic drift,hereditary_cancer,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_C3EEB527B0,high-risk future-drift predicted,CANCER_17079,MLH1,CANCER_17079,, / follow-up semantic drift,hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_7B2BA8CB61,high-risk future-drift predicted,CANCER_90529,MSH2,CANCER_90529,, / follow-up semantic drift,hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_374331AC8A,high-risk future-drift predicted,CANCER_126746,PALB2,CANCER_126746,,,hereditary_cancer,nonspecific_underresolved,population_penetrance_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",conditional_liability_or_PRF_needed,shown_answer_key
CABCASE_583F5BDD70,high-risk future-drift predicted,CM_1693214,DSP,CM_1693214,,,cardiomyopathy,structural_functional_overlap,disease_specific_review,cardiac structural-functional overlap gene/domain,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_AA107D86F0,high-risk future-drift predicted,CANCER_90107,MLH1,CANCER_90107,, / follow-up semantic drift,hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_95A8B2F8B0,high-risk future-drift predicted,CM_1450068,FLNC,CM_1450068,, / follow-up semantic drift,cardiomyopathy,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_F85B046F63,high-risk future-drift predicted,ARR_987436,SCN5A,ARR_987436,,,inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,True,True,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_E5F2A15794,high-risk future-drift predicted,CANCER_265513,ATM,CANCER_265513,,,hereditary_cancer,nonspecific_underresolved,population_penetrance_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",conditional_liability_or_PRF_needed,shown_answer_key
CABCASE_03F342394F,high-risk future-drift predicted,CANCER_89994,MLH1,CANCER_89994,, / follow-up semantic drift,hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_8EC3B6F6F2,high-risk future-drift predicted,CM_1072294,DSP,CM_1072294,, / follow-up semantic drift,cardiomyopathy,structural_functional_overlap,disease_specific_review,cardiac structural-functional overlap gene/domain,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_683614EC5D,high-risk future-drift predicted,CANCER_9244,PMS2,CANCER_9244,, / follow-up semantic drift,hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_6AC4FF3048,high-risk future-drift predicted,CANCER_280032,PTEN,CANCER_280032,,,hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
