blinded_case_id,assertion_id,domain,gene,variant_identifier,sample_bucket,CAB_regime,CAB_routing_action,reason_code,followup_condition_label,condition_label_drift,cross_environment_drift,semantic_drift_without_reclassification,conservative_composite_non_portability,identity_vs_meaning_discordance,expected_expert_decision_category,endpoint_status_hidden_shown_flag,key_scope
CABCASE_4D40E5A83D,CANCER_864149,hereditary_cancer,PALB2,CANCER_864149,population/penetrance review,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_722E92DDCC,CANCER_407562,hereditary_cancer,ATM,CANCER_407562,population/penetrance review,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_140352A2BF,CANCER_1739211,hereditary_cancer,ATM,CANCER_1739211,population/penetrance review,modifier_penetrance_boundary,population_penetrance_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,conditional_liability_or_PRF_needed,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_9158EB74FC,CANCER_830525,hereditary_cancer,CHEK2,CANCER_830525,population/penetrance review,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_AB499A97C5,CANCER_141527,hereditary_cancer,PALB2,CANCER_141527,population/penetrance review,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label, / follow-up semantic drift,True,True,True,True,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_B72B9CC690,CANCER_410145,hereditary_cancer,PALB2,CANCER_410145,population/penetrance review,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_67782039E9,CANCER_1772719,hereditary_cancer,CHEK2,CANCER_1772719,population/penetrance review,modifier_penetrance_boundary,population_penetrance_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,conditional_liability_or_PRF_needed,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_4B2F49164C,CANCER_570427,hereditary_cancer,ATM,CANCER_570427,population/penetrance review,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_2E5523FAC7,CANCER_490449,hereditary_cancer,ATM,CANCER_490449,population/penetrance review,modifier_penetrance_boundary,population_penetrance_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,conditional_liability_or_PRF_needed,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_62E23CB73D,CANCER_1729781,hereditary_cancer,ATM,CANCER_1729781,population/penetrance review,modifier_penetrance_boundary,population_penetrance_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,conditional_liability_or_PRF_needed,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_F50A72965A,ARR_372568,inherited_arrhythmia,KCNQ1,ARR_372568,identity-vs-meaning discordant,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,,False,False,False,True,True,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_EBF9D5EA6A,ARR_432148,inherited_arrhythmia,SCN5A,ARR_432148,identity-vs-meaning discordant,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,,False,False,False,True,True,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_3D442FCC80,ARR_635221,inherited_arrhythmia,KCNQ1,ARR_635221,identity-vs-meaning discordant,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,,False,False,False,True,True,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_1FE8F1AC56,ARR_1675065,inherited_arrhythmia,HCN4,ARR_1675065,identity-vs-meaning discordant,pleiotropic_collision,direct_use,source identity accepted but disease-meaning portability failed,,False,False,False,True,True,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_20843B6721,ARR_1705745,inherited_arrhythmia,CACNA1C,ARR_1705745,identity-vs-meaning discordant,syndrome_organ_boundary,contextual_repair,source identity accepted but syndrome/developmental phenotype-domain concordance failed,,False,False,False,True,True,requires_contextual_repair_before_reuse,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_C635E2150E,ARR_802809,inherited_arrhythmia,CACNA1C,ARR_802809,identity-vs-meaning discordant,syndrome_organ_boundary,contextual_repair,source identity accepted but syndrome/developmental phenotype-domain concordance failed,,False,False,False,True,True,requires_contextual_repair_before_reuse,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_DA6AD86BB0,ARR_1773144,inherited_arrhythmia,SCN5A,ARR_1773144,identity-vs-meaning discordant,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,,False,False,False,True,True,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_9F4A798B18,ARR_1460043,inherited_arrhythmia,SCN5A,ARR_1460043,identity-vs-meaning discordant,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved, / follow-up semantic drift,True,False,True,True,True,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_14417A2F9A,ARR_801410,inherited_arrhythmia,KCNJ2,ARR_801410,identity-vs-meaning discordant,nonspecific_underresolved,contextual_repair,source identity accepted but phenotype label is broad/unknown/underresolved,,False,False,False,True,True,requires_contextual_repair_before_reuse,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_A95D2DFA2E,ARR_1406093,inherited_arrhythmia,SCN5A,ARR_1406093,identity-vs-meaning discordant,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved, / follow-up semantic drift,True,False,True,True,True,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_B17B2008AE,ARR_1792370,inherited_arrhythmia,KCNH2,ARR_1792370,identity-vs-meaning discordant,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,,False,False,False,True,True,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_1087B7DF71,ARR_1762927,inherited_arrhythmia,KCNH2,ARR_1762927,identity-vs-meaning discordant,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,,False,False,False,True,True,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_0A91220121,ARR_1795320,inherited_arrhythmia,KCNH2,ARR_1795320,identity-vs-meaning discordant,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,,False,False,False,True,True,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_DDFD9FCD70,ARR_970218,inherited_arrhythmia,SCN5A,ARR_970218,identity-vs-meaning discordant,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved, / follow-up semantic drift,True,False,True,True,True,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_DF3124A37C,ARR_384090,inherited_arrhythmia,CALM1,ARR_384090,identity-vs-meaning discordant,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,,False,False,False,True,True,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_0083192FE8,ARR_389576,inherited_arrhythmia,CALM3,ARR_389576,identity-vs-meaning discordant,nonspecific_underresolved,contextual_repair,source identity accepted but phenotype label is broad/unknown/underresolved,,False,False,False,True,True,requires_contextual_repair_before_reuse,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_6838E76EAC,ARR_1678112,inherited_arrhythmia,ANK2,ARR_1678112,identity-vs-meaning discordant,nonspecific_underresolved,contextual_repair,source identity accepted but phenotype label is broad/unknown/underresolved,,False,False,False,True,True,requires_contextual_repair_before_reuse,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_6F5B28D0FA,ARR_1730458,inherited_arrhythmia,SCN5A,ARR_1730458,identity-vs-meaning discordant,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,,False,False,False,True,True,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_5B2B55532A,ARR_420260,inherited_arrhythmia,KCNH2,ARR_420260,identity-vs-meaning discordant,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,,False,False,False,True,True,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_74B4F5B3A9,ARR_519356,inherited_arrhythmia,RYR2,ARR_519356,identity-vs-meaning discordant,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,,False,False,False,True,True,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_2345BE70B6,ARR_1392890,inherited_arrhythmia,SCN5A,ARR_1392890,identity-vs-meaning discordant,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved, / follow-up semantic drift,True,False,True,True,True,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_A1E59419D3,ARR_982634,inherited_arrhythmia,RYR2,ARR_982634,identity-vs-meaning discordant,pleiotropic_collision,direct_use,source identity accepted but disease-meaning portability failed,,False,False,False,True,True,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_F5D6F38606,ARR_423108,inherited_arrhythmia,SCN5A,ARR_423108,identity-vs-meaning discordant,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved, / follow-up semantic drift,True,False,True,True,True,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_F3F900D4AF,ARR_1202184,inherited_arrhythmia,KCNH2,ARR_1202184,identity-vs-meaning discordant,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,,False,False,False,True,True,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_335680CBE7,ARR_523953,inherited_arrhythmia,KCNH2,ARR_523953,identity-vs-meaning discordant,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,,False,False,False,True,True,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_582C13D5A5,ARR_1187556,inherited_arrhythmia,SCN5A,ARR_1187556,identity-vs-meaning discordant,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,,False,False,False,True,True,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_E00432A5D5,ARR_1451878,inherited_arrhythmia,SCN5A,ARR_1451878,identity-vs-meaning discordant,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved, / follow-up semantic drift,True,False,True,True,True,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_6A6EC676D1,ARR_817016,inherited_arrhythmia,KCNQ1,ARR_817016,identity-vs-meaning discordant,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,,False,False,False,True,True,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_3F5A57723D,ARR_374861,inherited_arrhythmia,HCN4,ARR_374861,identity-vs-meaning discordant,syndrome_organ_boundary,direct_use,source identity accepted but syndrome/developmental phenotype-domain concordance failed,,False,False,False,True,True,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_FDF591B5F7,ARR_426612,inherited_arrhythmia,SCN5A,ARR_426612,identity-vs-meaning discordant,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,,False,False,False,True,True,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_A5C80D85FA,ARR_817961,inherited_arrhythmia,KCNH2,ARR_817961,identity-vs-meaning discordant,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,,False,False,False,True,True,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_6432B34B36,ARR_1737836,inherited_arrhythmia,SCN5A,ARR_1737836,identity-vs-meaning discordant,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved, / follow-up semantic drift,True,False,True,True,True,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_61CDFFF38F,ARR_1214422,inherited_arrhythmia,CACNA1C,ARR_1214422,identity-vs-meaning discordant,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved, / follow-up semantic drift,True,False,True,True,True,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_A6D532ADDA,ARR_421358,inherited_arrhythmia,SCN5A,ARR_421358,identity-vs-meaning discordant,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved, / follow-up semantic drift,True,False,True,True,True,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_6F9BF5297A,ARR_1695772,inherited_arrhythmia,ANK2,ARR_1695772,identity-vs-meaning discordant,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,,False,False,False,True,True,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_73BB63181D,ARR_1773663,inherited_arrhythmia,RYR2,ARR_1773663,identity-vs-meaning discordant,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,,False,False,False,True,True,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_7590B13822,ARR_372582,inherited_arrhythmia,RYR2,ARR_372582,identity-vs-meaning discordant,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,,False,False,False,True,True,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_82AA98E3C9,ARR_406426,inherited_arrhythmia,SCN5A,ARR_406426,identity-vs-meaning discordant,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved, / follow-up semantic drift,True,False,True,True,True,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_D3C437CBA1,ARR_1452285,inherited_arrhythmia,SCN5A,ARR_1452285,identity-vs-meaning discordant,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved, / follow-up semantic drift,True,False,True,True,True,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_A11D91F218,ARR_495746,inherited_arrhythmia,KCNH2,ARR_495746,identity-vs-meaning discordant,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,,False,False,False,True,True,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_F497E5F0AA,ARR_519501,inherited_arrhythmia,KCNH2,ARR_519501,identity-vs-meaning discordant,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,,False,False,False,True,True,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_2F33E3D70C,ARR_1755450,inherited_arrhythmia,SCN5A,ARR_1755450,identity-vs-meaning discordant,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,,False,False,False,True,True,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_9CF4C08B03,ARR_1344837,inherited_arrhythmia,CACNA1C,ARR_1344837,identity-vs-meaning discordant,pleiotropic_collision,contextual_repair,source identity accepted but disease-meaning portability failed,,False,False,False,True,True,requires_contextual_repair_before_reuse,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_1E5EBFDCBF,ARR_1068181,inherited_arrhythmia,SCN5A,ARR_1068181,identity-vs-meaning discordant,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved, / follow-up semantic drift,True,False,True,True,True,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_240BBB5089,ARR_1743359,inherited_arrhythmia,SCN5A,ARR_1743359,identity-vs-meaning discordant,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,,False,False,False,True,True,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_DC23642152,ARR_432733,inherited_arrhythmia,SCN5A,ARR_432733,identity-vs-meaning discordant,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved, / follow-up semantic drift,True,False,True,True,True,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_F48F145757,ARR_956404,inherited_arrhythmia,SCN5A,ARR_956404,identity-vs-meaning discordant,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved, / follow-up semantic drift,True,False,True,True,True,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_798C151888,ARR_1733997,inherited_arrhythmia,SCN5A,ARR_1733997,identity-vs-meaning discordant,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved, / follow-up semantic drift,True,False,True,True,True,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_B4774BFD12,ARR_373047,inherited_arrhythmia,KCNH2,ARR_373047,identity-vs-meaning discordant,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,,False,False,False,True,True,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_2142E91085,ARR_1213111,inherited_arrhythmia,RYR2,ARR_1213111,identity-vs-meaning discordant,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,,False,False,False,True,True,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_A53CADF44A,CANCER_90957,hereditary_cancer,MSH2,CANCER_90957,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_DD6E3AB76C,CANCER_433858,hereditary_cancer,MLH1,CANCER_433858,high-risk future-drift predicted,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_3B810E7C39,CANCER_1767561,hereditary_cancer,PMS2,CANCER_1767561,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,True,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_F0D854970F,CANCER_370103,hereditary_cancer,ATM,CANCER_370103,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_68C1092210,CANCER_142188,hereditary_cancer,ATM,CANCER_142188,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,True,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_E782619371,CANCER_234089,hereditary_cancer,ATM,CANCER_234089,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,True,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_CBFC41046D,ARR_1254662,inherited_arrhythmia,SCN5A,ARR_1254662,high-risk future-drift predicted,nonspecific_underresolved,contextual_repair,source identity accepted but phenotype label is broad/unknown/underresolved, / follow-up semantic drift,True,False,True,True,True,requires_contextual_repair_before_reuse,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_D3D486339D,CANCER_651982,hereditary_cancer,CDH1,CANCER_651982,high-risk future-drift predicted,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_C3EEB527B0,CANCER_17079,hereditary_cancer,MLH1,CANCER_17079,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_7B2BA8CB61,CANCER_90529,hereditary_cancer,MSH2,CANCER_90529,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_374331AC8A,CANCER_126746,hereditary_cancer,PALB2,CANCER_126746,high-risk future-drift predicted,nonspecific_underresolved,population_penetrance_review,broad or unknown phenotype/environment label,,False,False,False,False,False,conditional_liability_or_PRF_needed,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_583F5BDD70,CM_1693214,cardiomyopathy,DSP,CM_1693214,high-risk future-drift predicted,structural_functional_overlap,disease_specific_review,cardiac structural-functional overlap gene/domain,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_AA107D86F0,CANCER_90107,hereditary_cancer,MLH1,CANCER_90107,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_95A8B2F8B0,CM_1450068,cardiomyopathy,FLNC,CM_1450068,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_F85B046F63,ARR_987436,inherited_arrhythmia,SCN5A,ARR_987436,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,,False,False,False,True,True,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_E5F2A15794,CANCER_265513,hereditary_cancer,ATM,CANCER_265513,high-risk future-drift predicted,nonspecific_underresolved,population_penetrance_review,broad or unknown phenotype/environment label,,False,False,False,False,False,conditional_liability_or_PRF_needed,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_03F342394F,CANCER_89994,hereditary_cancer,MLH1,CANCER_89994,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_8EC3B6F6F2,CM_1072294,cardiomyopathy,DSP,CM_1072294,high-risk future-drift predicted,structural_functional_overlap,disease_specific_review,cardiac structural-functional overlap gene/domain, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_683614EC5D,CANCER_9244,hereditary_cancer,PMS2,CANCER_9244,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_6AC4FF3048,CANCER_280032,hereditary_cancer,PTEN,CANCER_280032,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_9BD70CEAB9,ARR_524038,inherited_arrhythmia,KCNH2,ARR_524038,high-risk future-drift predicted,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_214087AB7F,CANCER_619884,hereditary_cancer,PALB2,CANCER_619884,high-risk future-drift predicted,nonspecific_underresolved,population_penetrance_review,broad or unknown phenotype/environment label,,False,False,False,False,False,conditional_liability_or_PRF_needed,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_423ED62303,CANCER_662590,hereditary_cancer,MSH2,CANCER_662590,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,True,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_E4ED210625,CM_871195,cardiomyopathy,FLNC,CM_871195,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_A4812EAE7A,CANCER_90881,hereditary_cancer,MSH2,CANCER_90881,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_DA27FDD99C,CANCER_231178,hereditary_cancer,ATM,CANCER_231178,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,True,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_DDFFB0EAC0,CANCER_404168,hereditary_cancer,PTEN,CANCER_404168,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_71CFE5B264,CANCER_428628,hereditary_cancer,CDH1,CANCER_428628,high-risk future-drift predicted,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_767FDA8EDD,CANCER_1791565,hereditary_cancer,MSH2,CANCER_1791565,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,True,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_0D52F68113,CANCER_418321,hereditary_cancer,MSH6,CANCER_418321,high-risk future-drift predicted,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_231B2B814B,CANCER_90755,hereditary_cancer,MSH2,CANCER_90755,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
