blinded_case_id,assertion_id,gene,variant_identifier,baseline_condition_label,domain,recommended_adjudication_question,target_context,primary_expert_endpoint_question,arrhythmia_high_value_gene,sads_cpvt_priority,expert_endpoint_status,reviewer_blinding
CABCASE_F50A72965A,ARR_372568,KCNQ1,ARR_372568,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",same-variant identity with potentially discordant disease meaning,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_EBF9D5EA6A,ARR_432148,SCN5A,ARR_432148,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_3D442FCC80,ARR_635221,KCNQ1,ARR_635221,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",same-variant identity with potentially discordant disease meaning,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_1FE8F1AC56,ARR_1675065,HCN4,ARR_1675065,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",same-variant identity with potentially discordant disease meaning,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,False,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_20843B6721,ARR_1705745,CACNA1C,ARR_1705745,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",reuse after condition-label or disease-model context repair,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,False,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_C635E2150E,ARR_802809,CACNA1C,ARR_802809,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",reuse after condition-label or disease-model context repair,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,False,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_DA6AD86BB0,ARR_1773144,SCN5A,ARR_1773144,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_9F4A798B18,ARR_1460043,SCN5A,ARR_1460043,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_14417A2F9A,ARR_801410,KCNJ2,ARR_801410,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",reuse after condition-label or disease-model context repair,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,False,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_A95D2DFA2E,ARR_1406093,SCN5A,ARR_1406093,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_B17B2008AE,ARR_1792370,KCNH2,ARR_1792370,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",same-variant identity with potentially discordant disease meaning,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_1087B7DF71,ARR_1762927,KCNH2,ARR_1762927,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",same-variant identity with potentially discordant disease meaning,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_0A91220121,ARR_1795320,KCNH2,ARR_1795320,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",same-variant identity with potentially discordant disease meaning,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_DDFD9FCD70,ARR_970218,SCN5A,ARR_970218,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_DF3124A37C,ARR_384090,CALM1,ARR_384090,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_0083192FE8,ARR_389576,CALM3,ARR_389576,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",reuse after condition-label or disease-model context repair,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_6838E76EAC,ARR_1678112,ANK2,ARR_1678112,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",reuse after condition-label or disease-model context repair,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,False,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_6F5B28D0FA,ARR_1730458,SCN5A,ARR_1730458,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_5B2B55532A,ARR_420260,KCNH2,ARR_420260,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",same-variant identity with potentially discordant disease meaning,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_74B4F5B3A9,ARR_519356,RYR2,ARR_519356,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_2345BE70B6,ARR_1392890,SCN5A,ARR_1392890,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_A1E59419D3,ARR_982634,RYR2,ARR_982634,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",same-variant identity with potentially discordant disease meaning,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_F5D6F38606,ARR_423108,SCN5A,ARR_423108,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_F3F900D4AF,ARR_1202184,KCNH2,ARR_1202184,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",same-variant identity with potentially discordant disease meaning,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_335680CBE7,ARR_523953,KCNH2,ARR_523953,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",same-variant identity with potentially discordant disease meaning,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_582C13D5A5,ARR_1187556,SCN5A,ARR_1187556,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_E00432A5D5,ARR_1451878,SCN5A,ARR_1451878,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_6A6EC676D1,ARR_817016,KCNQ1,ARR_817016,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",same-variant identity with potentially discordant disease meaning,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_3F5A57723D,ARR_374861,HCN4,ARR_374861,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",same-variant identity with potentially discordant disease meaning,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,False,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_FDF591B5F7,ARR_426612,SCN5A,ARR_426612,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_A5C80D85FA,ARR_817961,KCNH2,ARR_817961,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",same-variant identity with potentially discordant disease meaning,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_6432B34B36,ARR_1737836,SCN5A,ARR_1737836,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_61CDFFF38F,ARR_1214422,CACNA1C,ARR_1214422,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,False,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_A6D532ADDA,ARR_421358,SCN5A,ARR_421358,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_6F9BF5297A,ARR_1695772,ANK2,ARR_1695772,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,False,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_73BB63181D,ARR_1773663,RYR2,ARR_1773663,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_7590B13822,ARR_372582,RYR2,ARR_372582,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_82AA98E3C9,ARR_406426,SCN5A,ARR_406426,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_D3C437CBA1,ARR_1452285,SCN5A,ARR_1452285,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_A11D91F218,ARR_495746,KCNH2,ARR_495746,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",same-variant identity with potentially discordant disease meaning,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_F497E5F0AA,ARR_519501,KCNH2,ARR_519501,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",same-variant identity with potentially discordant disease meaning,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_2F33E3D70C,ARR_1755450,SCN5A,ARR_1755450,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_9CF4C08B03,ARR_1344837,CACNA1C,ARR_1344837,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",reuse after condition-label or disease-model context repair,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,False,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_1E5EBFDCBF,ARR_1068181,SCN5A,ARR_1068181,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_240BBB5089,ARR_1743359,SCN5A,ARR_1743359,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",same-variant identity with potentially discordant disease meaning,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_DC23642152,ARR_432733,SCN5A,ARR_432733,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_F48F145757,ARR_956404,SCN5A,ARR_956404,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_798C151888,ARR_1733997,SCN5A,ARR_1733997,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_B4774BFD12,ARR_373047,KCNH2,ARR_373047,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",same-variant identity with potentially discordant disease meaning,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_2142E91085,ARR_1213111,RYR2,ARR_1213111,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_A53CADF44A,CANCER_90957,MSH2,CANCER_90957,,hereditary_cancer,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_DD6E3AB76C,CANCER_433858,MLH1,CANCER_433858,,hereditary_cancer,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",assertion portability into the stated target context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_3B810E7C39,CANCER_1767561,PMS2,CANCER_1767561,,hereditary_cancer,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_F0D854970F,CANCER_370103,ATM,CANCER_370103,,hereditary_cancer,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_68C1092210,CANCER_142188,ATM,CANCER_142188,,hereditary_cancer,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_E782619371,CANCER_234089,ATM,CANCER_234089,,hereditary_cancer,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_CBFC41046D,ARR_1254662,SCN5A,ARR_1254662,,inherited_arrhythmia,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",reuse after condition-label or disease-model context repair,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",True,True,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_D3D486339D,CANCER_651982,CDH1,CANCER_651982,,hereditary_cancer,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",assertion portability into the stated target context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_C3EEB527B0,CANCER_17079,MLH1,CANCER_17079,,hereditary_cancer,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_7B2BA8CB61,CANCER_90529,MSH2,CANCER_90529,,hereditary_cancer,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_374331AC8A,CANCER_126746,PALB2,CANCER_126746,,hereditary_cancer,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?","genotype-first, population, or penetrance-sensitive reuse context","Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_583F5BDD70,CM_1693214,DSP,CM_1693214,,cardiomyopathy,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",disease-specific interpretive context named by the assertion,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
