assertion_id,variation_id,gene,baseline_portability_score,baseline_nonportability_score,baseline_regime_primary,baseline_architecture_family,baseline_regime_assignment_reason,baseline_collision_flag,baseline_underresolved_flag,baseline_nonspecific_flag,baseline_structural_electrical_flag,baseline_conduction_overlap_flag,baseline_syndromic_metabolic_overlap_flag,baseline_broad_ambiguous_condition_flag
CM_263529,263529,TTN,37.0,63.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_263601,263601,LMNA,42.0,58.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_263764,263764,TTN,70.0,30.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_263802,263802,TTN,70.0,30.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_264015,264015,DSP,42.0,58.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_264060,264060,TTN,70.0,30.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_264065,264065,MYBPC3,37.0,63.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_264068,264068,MYH7,65.0,35.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,False,False,False
CM_264102,264102,BAG3,42.0,58.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_264218,264218,TTN,37.0,63.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_264271,264271,LMNA,42.0,58.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_264325,264325,TTN,70.0,30.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_264340,264340,DSC2,42.0,58.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_264404,264404,TTN,70.0,30.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_264474,264474,TPM1,38.0,62.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_264512,264512,DSP,85.0,15.0,arrhythmogenic_structural_electrical_baseline,baseline_structural_electrical_overlap,structural_electrical_gene_ARVC_baseline,False,False,False,True,False,False,False
CM_264517,264517,TTN,50.0,50.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,True,False,False
CM_264518,264518,BAG3,75.0,25.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_264539,264539,MYH7,100.0,0.0,sarcomeric_phenotype_anchored_baseline,baseline_phenotype_anchored,sarcomeric_gene_HCM_baseline,False,False,False,False,False,False,False
CM_264625,264625,TTN,37.0,63.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_265102,265102,DSP,85.0,15.0,arrhythmogenic_structural_electrical_baseline,baseline_structural_electrical_overlap,structural_electrical_gene_ARVC_baseline,False,False,False,True,False,False,False
CM_265252,265252,MYH7,65.0,35.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,False,False,False
CM_265437,265437,TTN,50.0,50.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,True,False,False
CM_265516,265516,PKP2,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_265678,265678,PKP2,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_265696,265696,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_265700,265700,TTN,70.0,30.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_265800,265800,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_265803,265803,TTN,60.0,40.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_265813,265813,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_265814,265814,RBM20,57.0,43.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_265817,265817,DES,57.0,43.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_265818,265818,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_265821,265821,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_265826,265826,TTN,52.0,48.0,underresolved_contextual_baseline,baseline_underresolved_contextual,baseline_context_not_specific_enough_for_other_regimes,False,True,False,False,False,False,False
CM_265828,265828,TNNI3,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_265834,265834,LMNA,42.0,58.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_267288,267288,FLNC,65.0,35.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,False,False,False
CM_268,268,RBM20,75.0,25.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_269,269,RBM20,75.0,25.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_270,270,RBM20,75.0,25.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_271,271,RBM20,55.0,45.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,True,False,False
CM_279840,279840,LMNA,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_279914,279914,TTN,70.0,30.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_279971,279971,MYBPC3,100.0,0.0,sarcomeric_phenotype_anchored_baseline,baseline_phenotype_anchored,sarcomeric_gene_HCM_baseline,False,False,False,False,False,False,False
CM_280011,280011,MYBPC3,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_280014,280014,PKP2,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_280190,280190,TTN,70.0,30.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_280205,280205,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_280206,280206,DES,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_280709,280709,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_282174,282174,TTN,70.0,30.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_282515,282515,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_282628,282628,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_282859,282859,TTN,70.0,30.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_284391,284391,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_285007,285007,DES,48.0,52.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_285337,285337,DES,48.0,52.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_285468,285468,LMNA,48.0,52.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_286725,286725,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_287661,287661,TTN,70.0,30.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_287761,287761,TTN,43.0,57.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_287839,287839,LMNA,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_288288,288288,TTN,43.0,57.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_288511,288511,TTN,43.0,57.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_288797,288797,TTN,70.0,30.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_289100,289100,TTN,70.0,30.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_289136,289136,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_289961,289961,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_290468,290468,TTN,70.0,30.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_290469,290469,TTN,70.0,30.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_290611,290611,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_290698,290698,TTN,50.0,50.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,True,False,False
CM_290707,290707,TTN,70.0,30.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_29591,29591,FLNC,38.0,62.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_29672,29672,DSP,55.0,45.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,False,False,False
CM_29775,29775,LMNA,65.0,35.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_30395,30395,BAG3,57.0,43.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_30397,30397,BAG3,75.0,25.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_30398,30398,BAG3,65.0,35.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_31635,31635,DSC2,50.0,50.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_31876,31876,TPM1,95.0,5.0,sarcomeric_phenotype_anchored_baseline,baseline_phenotype_anchored,sarcomeric_gene_HCM_baseline,False,False,False,False,False,False,False
CM_31882,31882,TPM1,65.0,35.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,False,False,False
CM_31883,31883,TPM1,65.0,35.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,False,False,False
CM_31884,31884,TPM1,65.0,35.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,False,False,False
CM_31899,31899,TPM1,100.0,0.0,sarcomeric_phenotype_anchored_baseline,baseline_phenotype_anchored,sarcomeric_gene_cardiomyopathy_baseline,False,False,False,False,False,False,False
CM_31901,31901,TPM1,95.0,5.0,sarcomeric_phenotype_anchored_baseline,baseline_phenotype_anchored,sarcomeric_gene_cardiomyopathy_baseline,False,False,False,False,False,False,False
CM_36017,36017,DSP,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_36473,36473,LMNA,65.0,35.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,False,False,False
CM_36475,36475,LMNA,38.0,62.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_36476,36476,LMNA,75.0,25.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_36605,36605,MYBPC3,60.0,40.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,False,False,False
CM_36611,36611,MYBPC3,100.0,0.0,sarcomeric_phenotype_anchored_baseline,baseline_phenotype_anchored,sarcomeric_gene_HCM_baseline,False,False,False,False,False,False,False
CM_36615,36615,MYBPC3,100.0,0.0,sarcomeric_phenotype_anchored_baseline,baseline_phenotype_anchored,sarcomeric_gene_HCM_baseline,False,False,False,False,False,False,False
CM_36642,36642,MYH7,65.0,35.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,False,False,False
CM_36680,36680,PKP2,65.0,35.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,False,False,False
CM_36682,36682,PKP2,85.0,15.0,arrhythmogenic_structural_electrical_baseline,baseline_structural_electrical_overlap,structural_electrical_gene_ARVC_baseline,False,False,False,True,False,False,False
CM_370040,370040,TPM1,42.0,58.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_370041,370041,TPM1,42.0,58.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_37039,37039,MYBPC3,60.0,40.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,False,False,False
CM_372125,372125,DSP,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_372126,372126,DSP,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_372127,372127,DSP,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_372417,372417,MYBPC3,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_372418,372418,MYBPC3,100.0,0.0,sarcomeric_phenotype_anchored_baseline,baseline_phenotype_anchored,sarcomeric_gene_HCM_baseline,False,False,False,False,False,False,False
CM_372604,372604,MYH7,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_372644,372644,DSP,85.0,15.0,arrhythmogenic_structural_electrical_baseline,baseline_structural_electrical_overlap,structural_electrical_gene_ARVC_baseline,False,False,False,True,False,False,False
CM_372678,372678,MYBPC3,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_372679,372679,DSP,38.0,62.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_372706,372706,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_372710,372710,MYBPC3,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_372723,372723,BAG3,75.0,25.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_372824,372824,TTN,70.0,30.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_372831,372831,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_372858,372858,MYBPC3,43.0,57.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_372906,372906,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_372958,372958,DSP,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_373074,373074,TTN,70.0,30.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_373084,373084,MYBPC3,100.0,0.0,sarcomeric_phenotype_anchored_baseline,baseline_phenotype_anchored,sarcomeric_gene_HCM_baseline,False,False,False,False,False,False,False
CM_373190,373190,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_373379,373379,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_373624,373624,BAG3,75.0,25.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_374037,374037,TTN,37.0,63.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_374137,374137,DSP,67.0,33.0,arrhythmogenic_structural_electrical_baseline,baseline_structural_electrical_overlap,structural_electrical_gene_baseline,False,False,False,True,False,False,False
CM_374586,374586,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_374764,374764,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_379344,379344,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_379450,379450,PKP2,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_379497,379497,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_379555,379555,TTN,70.0,30.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_379575,379575,PKP2,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_379619,379619,MYBPC3,43.0,57.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_379746,379746,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_379823,379823,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_380206,380206,TTN,70.0,30.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_380277,380277,MYH7,100.0,0.0,sarcomeric_phenotype_anchored_baseline,baseline_phenotype_anchored,sarcomeric_gene_HCM_baseline,False,False,False,False,False,False,False
CM_381589,381589,TTN,70.0,30.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_38439,38439,TTN,70.0,30.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_38441,38441,TTN,37.0,63.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_384411,384411,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_38442,38442,TTN,37.0,63.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_385545,385545,TTN,70.0,30.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_387590,387590,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_387849,387849,DSP,85.0,15.0,arrhythmogenic_structural_electrical_baseline,baseline_structural_electrical_overlap,structural_electrical_gene_ARVC_baseline,False,False,False,True,False,False,False
CM_388202,388202,TTN,70.0,30.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_388263,388263,DSP,85.0,15.0,arrhythmogenic_structural_electrical_baseline,baseline_structural_electrical_overlap,structural_electrical_gene_ARVC_baseline,False,False,False,True,False,False,False
CM_389160,389160,TTN,70.0,30.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_389537,389537,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_389666,389666,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
