assertion_id,variation_id,gene,condition_label_followup,followup_environment_v2,classification_change,condition_label_change,cross_environment_drift,within_environment_label_drift,self_loop_stable,review_status_change,submitter_count_change,any_meaning_drift,semantic_drift_without_reclassification
CM_18325,18325,ACTC1,Hypertrophic cardiomyopathy 11;Atrial septal defect 5;Dilated cardiomyopathy 1R,HCM,False,False,False,False,True,False,False,False,False
CM_18327,18327,ACTC1,Atrial septal defect 5,other/unknown,False,True,False,True,True,False,True,True,True
CM_18329,18329,ACTC1,Hypertrophic cardiomyopathy 11;Atrial septal defect 5;Dilated cardiomyopathy 1R,HCM,False,True,False,True,True,False,True,True,True
CM_18331,18331,ACTC1,Left ventricular noncompaction 4;Hypertrophic cardiomyopathy 11;Primary familial hypertrophic cardiomyopathy;not provided;Atrial septal defect 5;Dilated cardiomyopathy 1R;Cardiomyopathy;Hypertrophic cardiomyopathy;Cardiovascular phenotype,LVNC,False,False,False,False,True,True,True,True,False
CM_183362,183362,LMNA,"Right ventricular cardiomyopathy;Hutchinson-Gilford progeria syndrome, childhood-onset",syndromic/metabolic cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_18457,18457,LMNA,Dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome;not provided,DCM,False,False,False,False,True,False,False,False,False
CM_188531,188531,MYBPC3,not provided;Cardiovascular phenotype;Hypertrophic cardiomyopathy,HCM,False,True,True,False,False,False,True,True,True
CM_188532,188532,MYBPC3,Hypertrophic cardiomyopathy 4;Hypertrophic cardiomyopathy;not provided;Cardiovascular phenotype;Cardiomyopathy,HCM,False,True,False,True,True,False,True,True,True
CM_188544,188544,MYBPC3,Hypertrophic cardiomyopathy;Cardiomyopathy;not provided;Left ventricular noncompaction 10;Cardiovascular phenotype;MYBPC3-related disorder;Hypertrophic cardiomyopathy 4,LVNC,False,True,False,True,True,False,True,True,True
CM_188548,188548,MYBPC3,Hypertrophic cardiomyopathy;not provided;Cardiomyopathy;Cardiovascular phenotype;Hypertrophic cardiomyopathy 4,HCM,False,True,False,True,True,False,True,True,True
CM_188590,188590,MYBPC3,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_188615,188615,MYH7,Cardiovascular phenotype;Hypertrophic cardiomyopathy;not provided,HCM,False,False,False,False,True,False,False,False,False
CM_188653,188653,PKP2,not provided;Sudden unexplained death;Arrhythmogenic right ventricular dysplasia 9;Cardiomyopathy;Cardiovascular phenotype;Arrhythmogenic right ventricular cardiomyopathy,ARVC/ACM,False,True,True,False,False,False,True,True,True
CM_188654,188654,PKP2,Arrhythmogenic right ventricular cardiomyopathy;not provided;Cardiovascular phenotype;Arrhythmogenic right ventricular dysplasia 9;Familial isolated arrhythmogenic right ventricular dysplasia,ARVC/ACM,False,True,False,True,True,False,True,True,True
CM_188657,188657,PKP2,Arrhythmogenic right ventricular dysplasia 9;Cardiomyopathy;Cardiovascular phenotype;not provided,nonspecific cardiomyopathy,False,True,False,True,True,False,True,True,True
CM_188658,188658,PKP2,Arrhythmogenic right ventricular dysplasia 9;not provided;Cardiovascular phenotype,other/unknown,False,False,False,False,True,False,True,False,False
CM_188663,188663,PKP2,Long QT syndrome 1;Arrhythmogenic right ventricular dysplasia 9,syndromic/metabolic cardiomyopathy,False,True,False,True,True,True,True,True,True
CM_189516,189516,ACTN2,"Cardiomyopathy, familial hypertrophic, 23, with or without ventricular noncompaction",LVNC,False,True,True,False,False,False,False,True,True
CM_189517,189517,ACTN2,"Cardiomyopathy, familial hypertrophic, 23, with or without ventricular noncompaction",LVNC,False,True,True,False,False,False,False,True,True
CM_189519,189519,ACTN2,Dilated cardiomyopathy 1AA;Cardiovascular phenotype,DCM,False,True,False,True,True,False,True,True,True
CM_190401,190401,MYH7,MYH7-related skeletal myopathy;Hypertrophic cardiomyopathy;not provided;Abnormality of the musculature;Cardiovascular phenotype,HCM,False,True,False,True,True,False,True,True,True
CM_190407,190407,MYH7,Hypertrophic cardiomyopathy;Myosin storage myopathy,HCM,False,True,False,True,True,True,True,True,True
CM_191020,191020,MYBPC3,not provided,other/unknown,False,False,False,False,True,True,False,True,False
CM_191021,191021,MYBPC3,not provided,other/unknown,False,False,False,False,True,True,False,True,False
CM_191035,191035,PKP2,not provided;Arrhythmogenic right ventricular dysplasia 9,other/unknown,False,True,False,True,True,True,False,True,True
CM_191129,191129,TTN,not provided;Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;Cardiovascular phenotype,DCM,False,False,False,False,True,False,False,False,False
CM_191130,191130,TTN,not provided,other/unknown,False,False,False,False,True,True,False,True,False
CM_191132,191132,TTN,not provided;Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,True,True,False,False,True,True,True,True
CM_191137,191137,TTN,not provided,other/unknown,False,False,False,False,True,True,False,True,False
CM_191139,191139,TTN,not provided,other/unknown,False,False,False,False,True,True,False,True,False
CM_191142,191142,TTN,not provided,other/unknown,False,False,False,False,True,True,False,True,False
CM_191311,191311,TTN,not provided,other/unknown,False,False,False,False,True,True,False,True,False
CM_191581,191581,PKP2,Arrhythmogenic right ventricular cardiomyopathy;Arrhythmogenic right ventricular dysplasia 9,ARVC/ACM,False,True,False,True,True,True,True,True,True
CM_193316,193316,LMNA,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_195635,195635,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_195754,195754,DSP,not provided;Cardiovascular phenotype;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Arrhythmogenic right ventricular dysplasia 8;Cardiomyopathy,ARVC/ACM,False,True,False,True,True,False,True,True,True
CM_195790,195790,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_195920,195920,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;6 conditions;Cardiovascular phenotype,DCM,False,False,False,False,True,False,False,False,False
CM_196081,196081,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_196093,196093,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_196149,196149,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,False,False,False,True,False,True,False,False
CM_196151,196151,TTN,not provided;Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_196395,196395,PKP2,Arrhythmogenic right ventricular dysplasia 9;not provided;Cardiomyopathy;Cardiovascular phenotype,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_196644,196644,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype,DCM,False,True,False,True,True,False,True,True,True
CM_196657,196657,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J,other/unknown,False,False,False,False,True,False,False,False,False
CM_196723,196723,TTN,Primary dilated cardiomyopathy;not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;6 conditions;Neuromuscular disease;Cardiovascular phenotype,DCM,False,True,False,True,True,False,True,True,True
CM_197776,197776,LMNA,not provided;Charcot-Marie-Tooth disease type 2,other/unknown,False,False,False,False,True,False,False,False,False
CM_198657,198657,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,True,True,False,False,True,True,True,True
CM_199796,199796,DSG2,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_199800,199800,DSG2,not provided;Arrhythmogenic right ventricular dysplasia 10,other/unknown,False,True,False,True,True,True,True,True,True
CM_199823,199823,DSG2,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_199831,199831,DSG2,not provided;Arrhythmogenic right ventricular dysplasia 10,other/unknown,False,False,False,False,True,False,False,False,False
CM_199834,199834,DSG2,not provided;Cardiovascular phenotype,other/unknown,False,True,False,True,True,True,True,True,True
CM_199847,199847,DSP,not provided;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Arrhythmogenic right ventricular dysplasia 8;Cardiomyopathy,ARVC/ACM,False,True,False,True,True,False,True,True,True
CM_199855,199855,DSP,not provided;Cardiomyopathy;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Arrhythmogenic right ventricular dysplasia 8,ARVC/ACM,False,True,False,True,True,False,False,True,True
CM_199856,199856,DSP,not provided;Arrhythmogenic right ventricular dysplasia 9,other/unknown,False,False,False,False,True,False,False,False,False
CM_199862,199862,DSP,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_199871,199871,DSP,Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Cardiovascular phenotype,ARVC/ACM,False,True,False,True,True,True,True,True,True
CM_199873,199873,DSP,not provided;Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma,ARVC/ACM,False,True,False,True,True,False,False,True,True
CM_199876,199876,DSP,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_199881,199881,DSP,"not provided;Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Cardiomyopathy;Cardiovascular phenotype;Cardiomyopathy, dilated, with wooly hair, keratoderma, and tooth agenesis;Familial isolated arrhythmogenic right ventricular dysplasia",ARVC/ACM,False,True,False,True,True,False,True,True,True
CM_199882,199882,DSP,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_199884,199884,DSP,"not provided;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Arrhythmogenic right ventricular dysplasia 8;Cardiomyopathy;Dilated cardiomyopathy 1A;Cardiovascular phenotype;6 conditions;Lethal acantholytic epidermolysis bullosa;Cardiomyopathy, dilated, with wooly hair, keratoderma, and tooth agenesis;Keratosis palmoplantaris striata 2",ARVC/ACM,False,True,False,True,True,False,True,True,True
CM_199890,199890,DSP,Cardiovascular phenotype;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Arrhythmogenic right ventricular dysplasia 8;Cardiomyopathy;not provided,ARVC/ACM,False,True,False,True,True,False,True,True,True
CM_199902,199902,DSP,Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;not provided;Cardiovascular phenotype,ARVC/ACM,False,True,False,True,True,False,True,True,True
CM_199903,199903,DSP,not provided;Cardiovascular phenotype;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Arrhythmogenic right ventricular dysplasia 8;Cardiomyopathy;DSP-related cardiomyopathy,ARVC/ACM,False,True,False,True,True,False,True,True,True
CM_199905,199905,DSP,not provided;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Arrhythmogenic right ventricular dysplasia 8;Cardiovascular phenotype;Arrhythmogenic right ventricular cardiomyopathy;Cardiomyopathy,ARVC/ACM,False,True,True,False,False,True,True,True,True
CM_199906,199906,DSP,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_199914,199914,DSP,not provided;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Arrhythmogenic right ventricular dysplasia 8,ARVC/ACM,False,True,True,False,False,True,True,True,True
CM_199915,199915,DSP,not provided;Primary dilated cardiomyopathy;Arrhythmogenic right ventricular cardiomyopathy,ARVC/ACM,False,False,False,False,True,False,False,False,False
CM_199916,199916,DSP,not provided;6 conditions;Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Cardiovascular phenotype;Arrhythmogenic right ventricular cardiomyopathy;Cardiomyopathy,ARVC/ACM,False,True,False,True,True,False,True,True,True
CM_199918,199918,DSP,not provided;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Arrhythmogenic right ventricular dysplasia 8,ARVC/ACM,False,True,False,True,True,False,False,True,True
CM_199919,199919,DSP,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_199920,199920,DSP,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_199921,199921,DSP,not provided;Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma,ARVC/ACM,False,True,True,False,False,True,True,True,True
CM_199922,199922,DSP,not provided;Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma,ARVC/ACM,False,True,False,True,True,False,False,True,True
CM_199923,199923,DSP,not provided;Arrhythmogenic right ventricular cardiomyopathy;Cardiovascular phenotype;Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Cardiomyopathy,ARVC/ACM,False,True,False,True,True,False,True,True,True
CM_199924,199924,DSP,Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Arrhythmogenic right ventricular dysplasia 8,ARVC/ACM,False,True,False,True,True,False,False,True,True
CM_199925,199925,DSP,not provided;Arrhythmogenic right ventricular cardiomyopathy;Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Cardiac arrhythmia;Cardiovascular phenotype,ARVC/ACM,False,True,False,True,True,False,True,True,True
CM_199926,199926,DSP,not provided;Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma,ARVC/ACM,False,True,False,True,True,False,False,True,True
CM_199927,199927,DSP,not provided;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Arrhythmogenic right ventricular dysplasia 8;Cardiovascular phenotype,ARVC/ACM,False,True,False,True,True,False,True,True,True
CM_199928,199928,DSP,not provided;Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma,ARVC/ACM,False,True,True,False,False,True,True,True,True
CM_199942,199942,DSP,not provided;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Arrhythmogenic right ventricular dysplasia 8,ARVC/ACM,False,True,True,False,False,True,True,True,True
CM_199943,199943,DSP,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_199945,199945,DSP,Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma,ARVC/ACM,False,True,False,True,True,False,False,True,True
CM_200933,200933,LMNA,not provided;Charcot-Marie-Tooth disease type 2;Cardiovascular phenotype,other/unknown,False,True,False,True,True,False,True,True,True
CM_200939,200939,LMNA,"not provided;Charcot-Marie-Tooth disease type 2;Cardiovascular phenotype;Neuronopathy, distal hereditary motor, autosomal dominant",other/unknown,False,True,False,True,True,False,False,True,True
CM_200941,200941,LMNA,not provided;Primary dilated cardiomyopathy;Charcot-Marie-Tooth disease type 2;Dilated cardiomyopathy 1A;Cardiovascular phenotype;11 conditions,DCM,False,True,False,True,True,False,True,True,True
CM_200942,200942,LMNA,not provided;Dilated cardiomyopathy 1A,DCM,False,True,True,False,False,True,True,True,True
CM_200944,200944,LMNA,not provided;Cardiovascular phenotype;Charcot-Marie-Tooth disease type 2,other/unknown,False,True,False,True,True,False,True,True,True
CM_200945,200945,LMNA,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_200947,200947,LMNA,not provided;Primary dilated cardiomyopathy;Charcot-Marie-Tooth disease type 2,DCM,False,False,False,False,True,False,False,False,False
CM_200949,200949,LMNA,not provided;Charcot-Marie-Tooth disease type 2,other/unknown,False,True,False,True,True,False,True,True,True
CM_200954,200954,LMNA,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_200955,200955,LMNA,not provided;Charcot-Marie-Tooth disease type 2,other/unknown,False,True,False,True,True,True,True,True,True
CM_200956,200956,LMNA,not provided;Primary familial dilated cardiomyopathy,DCM,False,True,True,False,False,False,False,True,True
CM_200957,200957,LMNA,not provided;Primary dilated cardiomyopathy;Charcot-Marie-Tooth disease type 2,DCM,False,True,True,False,False,True,True,True,True
CM_200958,200958,LMNA,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_200959,200959,LMNA,not provided;Primary dilated cardiomyopathy,DCM,False,False,False,False,True,False,False,False,False
CM_200960,200960,LMNA,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_200961,200961,LMNA,not provided;Charcot-Marie-Tooth disease type 2,other/unknown,False,False,False,False,True,False,False,False,False
CM_200962,200962,LMNA,Charcot-Marie-Tooth disease type 2;Cardiovascular phenotype,other/unknown,False,True,False,True,True,True,True,True,True
CM_200965,200965,LMNA,not provided;Dilated cardiomyopathy 1A;Charcot-Marie-Tooth disease type 2,DCM,False,False,False,False,True,False,False,False,False
CM_201635,201635,ACTN2,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_201650,201650,ACTN2,not provided;not specified,other/unknown,False,False,False,False,True,False,False,False,False
CM_201686,201686,BAG3,not provided;Cardiovascular phenotype;Myofibrillar myopathy 6;Dilated cardiomyopathy 1HH,DCM,False,True,True,False,False,False,False,True,True
CM_201715,201715,DES,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_201721,201721,DES,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_201722,201722,DES,"not provided;Desmin-related myofibrillar myopathy;Dilated cardiomyopathy 1I;Neurogenic scapuloperoneal syndrome, Kaeser type;Cardiovascular phenotype",DCM,False,True,False,True,True,False,True,True,True
CM_201965,201965,PKP2,not provided;Arrhythmogenic right ventricular dysplasia 9;Familial isolated arrhythmogenic right ventricular dysplasia;Cardiovascular phenotype;Cardiomyopathy,nonspecific cardiomyopathy,False,True,True,False,False,False,True,True,True
CM_201966,201966,PKP2,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_201970,201970,PKP2,not provided;Cardiovascular phenotype;Arrhythmogenic right ventricular dysplasia 9,other/unknown,False,False,False,False,True,False,True,False,False
CM_201976,201976,PKP2,not provided;Arrhythmogenic right ventricular dysplasia 9;Cardiovascular phenotype;Arrhythmogenic right ventricular cardiomyopathy;Cardiomyopathy,ARVC/ACM,False,True,True,False,False,False,True,True,True
CM_201977,201977,PKP2,not provided;Arrhythmogenic right ventricular dysplasia 9;Arrhythmogenic right ventricular cardiomyopathy;Cardiovascular phenotype,ARVC/ACM,False,True,True,False,False,False,True,True,True
CM_201979,201979,PKP2,not provided;Arrhythmogenic right ventricular cardiomyopathy;Arrhythmogenic right ventricular dysplasia 9;Cardiomyopathy,ARVC/ACM,False,False,False,False,True,False,True,False,False
CM_201980,201980,PKP2,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_201983,201983,PKP2,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_201984,201984,PKP2,Arrhythmogenic right ventricular dysplasia 9;Cardiovascular phenotype,other/unknown,False,False,False,False,True,False,False,False,False
CM_201989,201989,PKP2,not provided;Arrhythmogenic right ventricular dysplasia 9;Cardiovascular phenotype;Arrhythmogenic right ventricular cardiomyopathy;Cardiomyopathy,ARVC/ACM,False,True,True,False,False,False,True,True,True
CM_201993,201993,PKP2,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_201994,201994,PKP2,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_201996,201996,PKP2,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_201997,201997,PKP2,not provided;Cardiomyopathy;Arrhythmogenic right ventricular cardiomyopathy,ARVC/ACM,False,True,True,False,False,True,True,True,True
CM_201998,201998,PKP2,not provided;Arrhythmogenic right ventricular dysplasia 9;Cardiovascular phenotype;Cardiomyopathy,nonspecific cardiomyopathy,False,True,True,False,False,False,True,True,True
CM_202005,202005,PKP2,not provided;Cardiovascular phenotype;Arrhythmogenic right ventricular dysplasia 9;Cardiomyopathy;Arrhythmogenic right ventricular cardiomyopathy,ARVC/ACM,False,True,True,False,False,False,True,True,True
CM_202007,202007,PKP2,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_202008,202008,PKP2,not provided;Cardiomyopathy,nonspecific cardiomyopathy,False,True,True,False,False,True,True,True,True
CM_202009,202009,PKP2,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_202010,202010,PKP2,not provided;Arrhythmogenic right ventricular cardiomyopathy;Arrhythmogenic right ventricular dysplasia 9;Cardiomyopathy,ARVC/ACM,False,True,False,True,True,False,True,True,True
CM_202011,202011,PKP2,not provided;Arrhythmogenic right ventricular dysplasia 9,other/unknown,False,True,False,True,True,True,True,True,True
CM_202012,202012,PKP2,not provided;Arrhythmogenic right ventricular cardiomyopathy;Arrhythmogenic right ventricular dysplasia 9;Cardiovascular phenotype;Cardiomyopathy,ARVC/ACM,False,True,False,True,True,False,True,True,True
CM_202013,202013,PKP2,not provided;Arrhythmogenic right ventricular dysplasia 9;Cardiovascular phenotype;Arrhythmogenic right ventricular cardiomyopathy,ARVC/ACM,False,True,True,False,False,False,True,True,True
CM_202014,202014,PKP2,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_202015,202015,PKP2,not provided;Arrhythmogenic right ventricular dysplasia 9;Cardiovascular phenotype;Arrhythmogenic right ventricular cardiomyopathy;Familial isolated arrhythmogenic right ventricular dysplasia;Cardiomyopathy,ARVC/ACM,False,True,True,False,False,False,True,True,True
CM_202016,202016,PKP2,not provided;Arrhythmogenic right ventricular dysplasia 9;PKP2-related disorder,other/unknown,False,True,False,True,True,False,True,True,True
CM_202017,202017,PKP2,not provided;Arrhythmogenic right ventricular dysplasia 9,other/unknown,False,True,False,True,True,True,True,True,True
CM_202018,202018,PKP2,not provided;Familial isolated arrhythmogenic right ventricular dysplasia;Arrhythmogenic right ventricular dysplasia 9;Arrhythmogenic right ventricular cardiomyopathy,ARVC/ACM,False,False,False,False,True,False,False,False,False
CM_202019,202019,PKP2,not provided;Arrhythmogenic right ventricular dysplasia 9;Cardiovascular phenotype,other/unknown,False,False,False,False,True,False,True,False,False
CM_202020,202020,PKP2,not provided;Cardiovascular phenotype;Arrhythmogenic right ventricular dysplasia 9,other/unknown,False,True,False,True,True,False,True,True,True
CM_202021,202021,PKP2,not provided;Arrhythmogenic right ventricular dysplasia 9;Cardiomyopathy,nonspecific cardiomyopathy,False,True,True,False,False,False,True,True,True
CM_202022,202022,PKP2,not provided;Cardiomyopathy;Arrhythmogenic right ventricular dysplasia 9;Cardiovascular phenotype;Arrhythmogenic right ventricular cardiomyopathy;Familial isolated arrhythmogenic right ventricular dysplasia,ARVC/ACM,False,True,True,False,False,False,True,True,True
CM_202023,202023,PKP2,not provided;Arrhythmogenic right ventricular cardiomyopathy,ARVC/ACM,False,True,True,False,False,True,True,True,True
CM_202026,202026,PKP2,not provided;Arrhythmogenic right ventricular dysplasia 9;Arrhythmogenic right ventricular cardiomyopathy;Cardiovascular phenotype;Cardiomyopathy,ARVC/ACM,False,True,True,False,False,False,True,True,True
CM_202027,202027,PKP2,not provided;Arrhythmogenic right ventricular dysplasia 9;Familial isolated arrhythmogenic right ventricular dysplasia;Cardiovascular phenotype,other/unknown,False,False,False,False,True,False,True,False,False
CM_202030,202030,PKP2,not provided;Arrhythmogenic right ventricular dysplasia 9;Cardiomyopathy;Cardiovascular phenotype;Arrhythmogenic right ventricular cardiomyopathy,ARVC/ACM,False,True,True,False,False,False,True,True,True
CM_202033,202033,PKP2,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_202035,202035,PKP2,not provided;Arrhythmogenic right ventricular dysplasia 9;Arrhythmogenic right ventricular cardiomyopathy;Cardiovascular phenotype;Familial isolated arrhythmogenic right ventricular dysplasia;Cardiomyopathy,ARVC/ACM,False,True,False,True,True,False,True,True,True
CM_202056,202056,RBM20,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_202078,202078,RBM20,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_202370,202370,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,True,True,False,False,True,True,True,True
CM_202371,202371,TTN,not provided;Cardiovascular phenotype;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Dilated cardiomyopathy 1A,DCM,False,False,False,False,True,False,True,False,False
CM_202372,202372,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_202373,202373,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,True,True,False,False,True,True,True,True
CM_202374,202374,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,False,False,False,True,False,False,False,False
CM_202376,202376,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,True,True,False,False,True,True,True,True
CM_202377,202377,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiomyopathy;Tibial muscular dystrophy;Cardiovascular phenotype,DCM,False,True,False,True,True,False,True,True,True
CM_202378,202378,TTN,not provided;Primary dilated cardiomyopathy;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype,DCM,False,True,False,True,True,False,True,True,True
CM_202379,202379,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Primary dilated cardiomyopathy;Cardiovascular phenotype,DCM,False,True,False,True,True,False,True,True,True
CM_202380,202380,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_202381,202381,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_202382,202382,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype,DCM,False,True,False,True,True,False,True,True,True
CM_202383,202383,TTN,not provided;Cardiovascular phenotype,other/unknown,False,True,False,True,True,True,True,True,True
CM_202385,202385,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,True,True,False,False,True,True,True,True
CM_202386,202386,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,True,True,False,False,True,True,True,True
CM_202388,202388,TTN,not provided;Cardiovascular phenotype,other/unknown,False,True,False,True,True,True,True,True,True
CM_202389,202389,TTN,not provided;Cardiovascular phenotype;TTN-related disorder,other/unknown,False,True,False,True,True,False,True,True,True
CM_202390,202390,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,False,False,False,True,False,False,False,False
CM_202392,202392,TTN,not provided;not specified;Cardiovascular phenotype;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,False,False,False,True,False,True,False,False
CM_202393,202393,TTN,not provided;Cardiovascular phenotype;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,True,True,False,False,False,True,True,True
CM_202394,202394,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_202395,202395,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype,DCM,False,True,False,True,True,False,True,True,True
CM_202396,202396,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,False,False,False,True,False,False,False,False
CM_202397,202397,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;not provided;Cardiomyopathy;6 conditions;Cardiovascular phenotype,DCM,False,False,False,False,True,False,True,False,False
CM_202398,202398,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype,DCM,False,True,False,True,True,False,True,True,True
