assertion_id,domain,variation_id,gene,input_condition_label,normalized_condition_label,baseline_environment,classification,review_status,submitter_count,cab_portability_regime,cab_portability_score,cab_mode,direct_deterministic_use_allowed,routing_decision_source,routing_primary_action,routing_secondary_flags,unsupported_reuse_risk,cross_environment_drift_risk,condition_label_drift_risk,warning_codes,explanation_short,evidence_fields_used,limitations
ARR_1325231,inherited_arrhythmia,ARR_1325231,TRDN,,,unknown,,,0,unavailable,41.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support|low_portability_score,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_423753,inherited_arrhythmia,ARR_423753,KCNH2,,,unknown,,,0,unavailable,63.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_423696,inherited_arrhythmia,ARR_423696,KCNH2,,,unknown,,,0,unavailable,63.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_423015,inherited_arrhythmia,ARR_423015,KCNH2,,,unknown,,,0,unavailable,63.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_421672,inherited_arrhythmia,ARR_421672,KCNH2,,,unknown,,,0,unavailable,63.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_420923,inherited_arrhythmia,ARR_420923,KCNH2,,,unknown,,,0,unavailable,48.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support|low_portability_score,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_420585,inherited_arrhythmia,ARR_420585,KCNH2,,,unknown,,,0,unavailable,47.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support|low_portability_score,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_420260,inherited_arrhythmia,ARR_420260,KCNH2,,,unknown,,,0,unavailable,63.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_419410,inherited_arrhythmia,ARR_419410,KCNH2,,,unknown,,,0,unavailable,63.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_419379,inherited_arrhythmia,ARR_419379,KCNH2,,,unknown,,,0,unavailable,63.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_419311,inherited_arrhythmia,ARR_419311,KCNH2,,,unknown,,,0,unavailable,63.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_418919,inherited_arrhythmia,ARR_418919,KCNH2,,,unknown,,,0,unavailable,63.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_418815,inherited_arrhythmia,ARR_418815,KCNH2,,,unknown,,,0,unavailable,63.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_418787,inherited_arrhythmia,ARR_418787,KCNH2,,,unknown,,,0,unavailable,48.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support|low_portability_score,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_418670,inherited_arrhythmia,ARR_418670,KCNH2,,,unknown,,,0,unavailable,63.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_418597,inherited_arrhythmia,ARR_418597,KCNH2,,,unknown,,,0,unavailable,63.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_405358,inherited_arrhythmia,ARR_405358,KCNH2,,,unknown,,,0,unavailable,63.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_405355,inherited_arrhythmia,ARR_405355,KCNH2,,,unknown,,,0,unavailable,40.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support|low_portability_score,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_405345,inherited_arrhythmia,ARR_405345,KCNH2,,,unknown,,,0,unavailable,63.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_405342,inherited_arrhythmia,ARR_405342,KCNH2,,,unknown,,,0,unavailable,63.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_392690,inherited_arrhythmia,ARR_392690,KCNH2,,,unknown,,,0,unavailable,63.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_392341,inherited_arrhythmia,ARR_392341,KCNH2,,,unknown,,,0,unavailable,63.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_391858,inherited_arrhythmia,ARR_391858,KCNH2,,,unknown,,,0,unavailable,63.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_387850,inherited_arrhythmia,ARR_387850,KCNH2,,,unknown,,,0,unavailable,63.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_379451,inherited_arrhythmia,ARR_379451,KCNH2,,,unknown,,,0,unavailable,63.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_379293,inherited_arrhythmia,ARR_379293,KCNH2,,,unknown,,,0,unavailable,63.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_372942,inherited_arrhythmia,ARR_372942,KCNH2,,,unknown,,,0,unavailable,63.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_372589,inherited_arrhythmia,ARR_372589,KCNH2,,,unknown,,,0,unavailable,63.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_372571,inherited_arrhythmia,ARR_372571,KCNH2,,,unknown,,,0,unavailable,40.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support|low_portability_score,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_372378,inherited_arrhythmia,ARR_372378,KCNH2,,,unknown,,,0,unavailable,40.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support|low_portability_score,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_372377,inherited_arrhythmia,ARR_372377,KCNH2,,,unknown,,,0,unavailable,48.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support|low_portability_score,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_1803812,inherited_arrhythmia,ARR_1803812,SCN5A,,,unknown,,,0,unavailable,27.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support|low_portability_score|gene_proxy_flag,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|HIGH_RISK_GENE_PROXY,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_1798592,inherited_arrhythmia,ARR_1798592,SCN5A,,,unknown,,,0,unavailable,23.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support|low_portability_score|gene_proxy_flag,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|HIGH_RISK_GENE_PROXY,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_1795999,inherited_arrhythmia,ARR_1795999,SCN5A,,,unknown,,,0,unavailable,23.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support|low_portability_score|gene_proxy_flag,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|HIGH_RISK_GENE_PROXY,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_1792542,inherited_arrhythmia,ARR_1792542,SCN5A,,,unknown,,,0,unavailable,23.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support|low_portability_score|gene_proxy_flag,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|HIGH_RISK_GENE_PROXY,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_1788496,inherited_arrhythmia,ARR_1788496,SCN5A,,,unknown,,,0,unavailable,0.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support|low_portability_score|gene_proxy_flag,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|HIGH_RISK_GENE_PROXY,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_1777850,inherited_arrhythmia,ARR_1777850,SCN5A,,,unknown,,,0,unavailable,23.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support|low_portability_score|gene_proxy_flag,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|HIGH_RISK_GENE_PROXY,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_1773144,inherited_arrhythmia,ARR_1773144,SCN5A,,,unknown,,,0,unavailable,23.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support|low_portability_score|gene_proxy_flag,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|HIGH_RISK_GENE_PROXY,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_1767167,inherited_arrhythmia,ARR_1767167,SCN5A,,,unknown,,,0,unavailable,0.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support|low_portability_score|gene_proxy_flag,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|HIGH_RISK_GENE_PROXY,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_1755450,inherited_arrhythmia,ARR_1755450,SCN5A,,,unknown,,,0,unavailable,23.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support|low_portability_score|gene_proxy_flag,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|HIGH_RISK_GENE_PROXY,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_1737836,inherited_arrhythmia,ARR_1737836,SCN5A,,,unknown,,,0,unavailable,0.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support|low_portability_score|gene_proxy_flag,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|HIGH_RISK_GENE_PROXY,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
ARR_1733997,inherited_arrhythmia,ARR_1733997,SCN5A,,,unknown,,,0,unavailable,0.0,ClinVar-label-only,True,clinvar_label_only_assumes_direct_use,direct_deterministic_use,weak_submitter_support|low_portability_score|gene_proxy_flag,0.3692,0.1446,0.3692,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|HIGH_RISK_GENE_PROXY,ClinVar-label-only used clinvar_label_only_assumes_direct_use; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
