assertion_id,domain,variation_id,gene,input_condition_label,normalized_condition_label,baseline_environment,classification,review_status,submitter_count,cab_portability_regime,cab_portability_score,cab_mode,direct_deterministic_use_allowed,routing_decision_source,routing_primary_action,routing_secondary_flags,unsupported_reuse_risk,cross_environment_drift_risk,condition_label_drift_risk,warning_codes,explanation_short,evidence_fields_used,limitations
CM_1002513,cardiomyopathy,CM_1002513,TPM1,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,87.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_405145,cardiomyopathy,CM_405145,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,52.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_405176,cardiomyopathy,CM_405176,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,52.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_405180,cardiomyopathy,CM_405180,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,52.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_405186,cardiomyopathy,CM_405186,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,52.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_405223,cardiomyopathy,CM_405223,DSP,,,ARVC/ACM,,,0,arrhythmogenic_structural_electrical_baseline,85.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|gene_proxy_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG|HIGH_RISK_GENE_PROXY,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_405232,cardiomyopathy,CM_405232,DSP,,,ARVC/ACM,,,0,cardiomyopathy_model_collision_baseline,65.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|gene_proxy_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG|HIGH_RISK_GENE_PROXY,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_405233,cardiomyopathy,CM_405233,DSP,,,ARVC/ACM,,,0,arrhythmogenic_structural_electrical_baseline,67.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|gene_proxy_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG|HIGH_RISK_GENE_PROXY,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_405234,cardiomyopathy,CM_405234,DSP,,,ARVC/ACM,,,0,arrhythmogenic_structural_electrical_baseline,85.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|gene_proxy_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG|HIGH_RISK_GENE_PROXY,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_405237,cardiomyopathy,CM_405237,DSP,,,ARVC/ACM,,,0,arrhythmogenic_structural_electrical_baseline,67.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|gene_proxy_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG|HIGH_RISK_GENE_PROXY,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_405247,cardiomyopathy,CM_405247,DSP,,,ARVC/ACM,,,0,cardiomyopathy_model_collision_baseline,65.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|gene_proxy_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG|HIGH_RISK_GENE_PROXY,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_405248,cardiomyopathy,CM_405248,DSP,,,ARVC/ACM,,,0,arrhythmogenic_structural_electrical_baseline,67.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|gene_proxy_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG|HIGH_RISK_GENE_PROXY,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_406545,cardiomyopathy,CM_406545,PKP2,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,42.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|gene_proxy_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG|HIGH_RISK_GENE_PROXY,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_406550,cardiomyopathy,CM_406550,PKP2,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,48.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|gene_proxy_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG|HIGH_RISK_GENE_PROXY,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_406551,cardiomyopathy,CM_406551,PKP2,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,42.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|gene_proxy_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG|HIGH_RISK_GENE_PROXY,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_406552,cardiomyopathy,CM_406552,PKP2,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,42.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|gene_proxy_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG|HIGH_RISK_GENE_PROXY,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_406553,cardiomyopathy,CM_406553,PKP2,,,nonspecific cardiomyopathy,,,0,nonspecific_cardiomyopathy_baseline,48.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|gene_proxy_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG|HIGH_RISK_GENE_PROXY,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_406554,cardiomyopathy,CM_406554,PKP2,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,42.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|gene_proxy_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG|HIGH_RISK_GENE_PROXY,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_406555,cardiomyopathy,CM_406555,PKP2,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,42.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|gene_proxy_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG|HIGH_RISK_GENE_PROXY,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_407186,cardiomyopathy,CM_407186,MYH7,,,HCM,,,0,cardiomyopathy_model_collision_baseline,65.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_407187,cardiomyopathy,CM_407187,MYH7,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,87.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_407193,cardiomyopathy,CM_407193,MYH7,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,100.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_407195,cardiomyopathy,CM_407195,MYH7,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,100.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_407200,cardiomyopathy,CM_407200,MYH7,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,100.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_407309,cardiomyopathy,CM_407309,MYBPC3,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,82.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_407313,cardiomyopathy,CM_407313,MYBPC3,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,82.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_407318,cardiomyopathy,CM_407318,MYBPC3,,,HCM,,,0,cardiomyopathy_model_collision_baseline,60.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_407321,cardiomyopathy,CM_407321,MYBPC3,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,82.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_407322,cardiomyopathy,CM_407322,MYBPC3,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,82.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_407332,cardiomyopathy,CM_407332,MYBPC3,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,82.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_407333,cardiomyopathy,CM_407333,MYBPC3,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,100.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_407336,cardiomyopathy,CM_407336,MYBPC3,,,HCM,,,0,cardiomyopathy_model_collision_baseline,60.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_408988,cardiomyopathy,CM_408988,LMNA,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,42.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_408993,cardiomyopathy,CM_408993,LMNA,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,42.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_408994,cardiomyopathy,CM_408994,LMNA,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,48.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_410229,cardiomyopathy,CM_410229,BAG3,,,DCM,,,0,dilated_conduction_overlap_baseline,75.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_410230,cardiomyopathy,CM_410230,BAG3,,,DCM,,,0,dilated_conduction_overlap_baseline,57.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_410239,cardiomyopathy,CM_410239,BAG3,,,DCM,,,0,dilated_conduction_overlap_baseline,57.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
