assertion_id,ClinVar VariationID,gene,condition label,classification,review status,submitter count,baseline environment,domain,source date,ClinVar LastEvaluated,new_or_updated_status,source_file,registry_note
PROSP_CLV_550665,550665,DYSF,Autosomal recessive limb-girdle muscular dystrophy type 2B|Neuromuscular disease caused by qualitative or quantitative defects of dysferlin|Miyoshi muscular dystrophy 1|Lung cancer|Miyoshi muscular dystrophy 1;Autosomal recessive limb-girdle muscular dystrophy type 2B;Distal myopathy with anterior tibial onset,Likely pathogenic,"criteria provided, multiple submitters, no conflicts",6,Autosomal recessive limb-girdle muscular dystrophy type 2B|Neuromuscular disease caused by qualitative or quantitative defects of dysferlin|Miyoshi muscular dystrophy 1|Lung cancer|Miyoshi muscular dystrophy 1;Autosomal recessive limb-girdle muscular dystrophy type 2B;Distal myopathy with anterior tibial onset,hereditary_cancer,2026-05-05,"Aug 13, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_551757,551757,GLB1,"GM1 gangliosidosis type 3;Mucopolysaccharidosis, MPS-IV-B;Infantile GM1 gangliosidosis;GM1 gangliosidosis type 2|not provided|Mucopolysaccharidosis, MPS-IV-B;GM1 gangliosidosis|GM1 gangliosidosis|GLB1-related disorder|Mucopolysaccharidosis, MPS-IV-B|Lung cancer",Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",11,"GM1 gangliosidosis type 3;Mucopolysaccharidosis, MPS-IV-B;Infantile GM1 gangliosidosis;GM1 gangliosidosis type 2|not provided|Mucopolysaccharidosis, MPS-IV-B;GM1 gangliosidosis|GM1 gangliosidosis|GLB1-related disorder|Mucopolysaccharidosis, MPS-IV-B|Lung cancer",hereditary_cancer,2026-05-05,"Jan 16, 2026",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_551052,551052,SGCD,Dilated cardiomyopathy 1L;Autosomal recessive limb-girdle muscular dystrophy type 2F|Autosomal recessive limb-girdle muscular dystrophy type 2F,Likely pathogenic,"criteria provided, multiple submitters, no conflicts",3,Dilated cardiomyopathy 1L;Autosomal recessive limb-girdle muscular dystrophy type 2F|Autosomal recessive limb-girdle muscular dystrophy type 2F,cardiomyopathy,2026-05-05,"Oct 26, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_553077,553077,EVC2,"Ellis-van Creveld syndrome|Curry-Hall syndrome;Ellis-van Creveld syndrome|Thyroid cancer, nonmedullary, 1",Likely pathogenic,"criteria provided, multiple submitters, no conflicts",4,"Ellis-van Creveld syndrome|Curry-Hall syndrome;Ellis-van Creveld syndrome|Thyroid cancer, nonmedullary, 1",hereditary_cancer,2026-05-05,"Jul 21, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_550992,550992,LAMA2,"Merosin deficient congenital muscular dystrophy|LAMA2-related muscular dystrophy|Merosin deficient congenital muscular dystrophy;Muscular dystrophy, limb-girdle, autosomal recessive 23|not provided|Ovarian serous cystadenocarcinoma",Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",9,"Merosin deficient congenital muscular dystrophy|LAMA2-related muscular dystrophy|Merosin deficient congenital muscular dystrophy;Muscular dystrophy, limb-girdle, autosomal recessive 23|not provided|Ovarian serous cystadenocarcinoma",hereditary_cancer,2026-05-05,"Mar 30, 2026",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_553642,553642,SGCD,Autosomal recessive limb-girdle muscular dystrophy type 2F;Dilated cardiomyopathy 1L,Likely pathogenic,no assertion criteria provided,1,Autosomal recessive limb-girdle muscular dystrophy type 2F;Dilated cardiomyopathy 1L,cardiomyopathy,2026-05-05,"Sep 01, 2017",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_558511,558511,EYS,Retinitis pigmentosa 25|Retinitis pigmentosa|not provided|Retinal dystrophy|EYS-related retinopathy|Hepatocellular carcinoma,Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",11,Retinitis pigmentosa 25|Retinitis pigmentosa|not provided|Retinal dystrophy|EYS-related retinopathy|Hepatocellular carcinoma,hereditary_cancer,2026-05-05,"Jan 19, 2026",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_552760,552760,VPS13B,Cohen syndrome|not provided|Melanoma,Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",6,Cohen syndrome|not provided|Melanoma,hereditary_cancer,2026-05-05,"Dec 16, 2024",materially_updated_since_prior_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_553796,553796,NBN,"Microcephaly, normal intelligence and immunodeficiency|Hereditary cancer-predisposing syndrome",Likely pathogenic,"criteria provided, multiple submitters, no conflicts",5,"Microcephaly, normal intelligence and immunodeficiency|Hereditary cancer-predisposing syndrome",hereditary_cancer,2026-05-05,"Jul 09, 2025",materially_updated_since_prior_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_557034,557034,FANCC,Fanconi anemia complementation group C|Hereditary cancer-predisposing syndrome|Fanconi anemia,Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",3,Fanconi anemia complementation group C|Hereditary cancer-predisposing syndrome|Fanconi anemia,hereditary_cancer,2026-05-05,"Sep 12, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_551769,551769,FKTN,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4|Autosomal recessive limb-girdle muscular dystrophy type 2M;Dilated cardiomyopathy 1X;Muscular dystrophy-dystroglycanopathy (congenital without intellectual disability), type B4;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4",Likely pathogenic,"criteria provided, single submitter",2,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4|Autosomal recessive limb-girdle muscular dystrophy type 2M;Dilated cardiomyopathy 1X;Muscular dystrophy-dystroglycanopathy (congenital without intellectual disability), type B4;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4",cardiomyopathy,2026-05-05,"Apr 30, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_557908,557908,FKTN,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4|Cardiovascular phenotype|Walker-Warburg congenital muscular dystrophy|Dilated cardiomyopathy 1X",Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",5,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4|Cardiovascular phenotype|Walker-Warburg congenital muscular dystrophy|Dilated cardiomyopathy 1X",cardiomyopathy,2026-05-05,"Sep 23, 2025",materially_updated_since_prior_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_551374,551374,ERCC6,Cockayne syndrome type 2|not provided|7 conditions|Cockayne syndrome|Clear cell carcinoma of kidney,Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",5,Cockayne syndrome type 2|not provided|7 conditions|Cockayne syndrome|Clear cell carcinoma of kidney,hereditary_cancer,2026-05-05,"Jan 08, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_556817,556817,PAH,Phenylketonuria|not provided|Hepatocellular carcinoma,Likely pathogenic,reviewed by expert panel,10,Phenylketonuria|not provided|Hepatocellular carcinoma,hereditary_cancer,2026-05-05,"Jul 25, 2021",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_550518,550518,GJB2,Autosomal recessive nonsyndromic hearing loss 1A|Lung cancer,Likely pathogenic,"criteria provided, single submitter",3,Autosomal recessive nonsyndromic hearing loss 1A|Lung cancer,hereditary_cancer,2026-05-05,"Nov 07, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_555430,555430,CLN6,"Ceroid lipofuscinosis, neuronal, 6A|Neuronal ceroid lipofuscinosis|Inborn genetic diseases|Ceroid lipofuscinosis, neuronal, 6A;Ceroid lipofuscinosis, neuronal, 6B (Kufs type)|CLN6-related disorder|Gastric cancer",Likely pathogenic,"criteria provided, multiple submitters, no conflicts",7,"Ceroid lipofuscinosis, neuronal, 6A|Neuronal ceroid lipofuscinosis|Inborn genetic diseases|Ceroid lipofuscinosis, neuronal, 6A;Ceroid lipofuscinosis, neuronal, 6B (Kufs type)|CLN6-related disorder|Gastric cancer",hereditary_cancer,2026-05-05,"Nov 19, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_557764,557764,BLM,Bloom syndrome|Hereditary cancer-predisposing syndrome,Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",5,Bloom syndrome|Hereditary cancer-predisposing syndrome,hereditary_cancer,2026-05-05,"Jun 09, 2025",materially_updated_since_prior_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_553736,553736,FANCA,Fanconi anemia complementation group A|not provided|Fanconi anemia|Ovarian serous cystadenocarcinoma,Pathogenic,"criteria provided, multiple submitters, no conflicts",8,Fanconi anemia complementation group A|not provided|Fanconi anemia|Ovarian serous cystadenocarcinoma,hereditary_cancer,2026-05-05,"Apr 23, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_553239,553239,FANCA,Fanconi anemia complementation group A|not provided|Fanconi anemia|FANCA-related disorder|Colorectal cancer,Pathogenic,"criteria provided, multiple submitters, no conflicts",6,Fanconi anemia complementation group A|not provided|Fanconi anemia|FANCA-related disorder|Colorectal cancer,hereditary_cancer,2026-05-05,"Jan 20, 2026",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_555723,555723,BLM,Bloom syndrome|Hereditary cancer-predisposing syndrome|not provided,Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",7,Bloom syndrome|Hereditary cancer-predisposing syndrome|not provided,hereditary_cancer,2026-05-05,"Dec 17, 2025",materially_updated_since_prior_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_550954,550954,MKS1,"Bardet-Biedl syndrome 13;Meckel syndrome, type 1;Joubert syndrome 28|Meckel-Gruber syndrome;Joubert syndrome|Meckel syndrome, type 1|Joubert syndrome 28|not provided|Bardet-Biedl syndrome 13|MKS1-related disorder|Hepatocellular carcinoma",Likely pathogenic,"criteria provided, multiple submitters, no conflicts",11,"Bardet-Biedl syndrome 13;Meckel syndrome, type 1;Joubert syndrome 28|Meckel-Gruber syndrome;Joubert syndrome|Meckel syndrome, type 1|Joubert syndrome 28|not provided|Bardet-Biedl syndrome 13|MKS1-related disorder|Hepatocellular carcinoma",hereditary_cancer,2026-05-05,"Nov 27, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_560136,560136,BRCA1;LOC110485084;LOC111589215;LOC111589216;LOC126862571;NBR2,"Breast-ovarian cancer, familial, susceptibility to, 1",Pathogenic,"criteria provided, single submitter",1,"Breast-ovarian cancer, familial, susceptibility to, 1",hereditary_cancer,2026-05-05,"Mar 30, 2018",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_561094,561094,PTCH1,Gorlin syndrome|Hereditary cancer-predisposing syndrome|Gorlin syndrome;Holoprosencephaly 7,Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",3,Gorlin syndrome|Hereditary cancer-predisposing syndrome|Gorlin syndrome;Holoprosencephaly 7,hereditary_cancer,2026-05-05,"Jun 05, 2019",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_561231,561231,RUNX1,not provided|Hereditary thrombocytopenia and hematological cancer predisposition syndrome associated with RUNX1|Hereditary thrombocytopenia and hematological cancer predisposition syndrome associated with RUNX1;Acute myeloid leukemia|RUNX1-related disorder|Hereditary thrombocytopenia and hematologic cancer predisposition syndrome|Inborn genetic diseases,Pathogenic,reviewed by expert panel,7,not provided|Hereditary thrombocytopenia and hematological cancer predisposition syndrome associated with RUNX1|Hereditary thrombocytopenia and hematological cancer predisposition syndrome associated with RUNX1;Acute myeloid leukemia|RUNX1-related disorder|Hereditary thrombocytopenia and hematologic cancer predisposition syndrome|Inborn genetic diseases,hereditary_cancer,2026-05-05,"Dec 09, 2023",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_561504,561504,NF1,"not provided|Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype|Thyroid cancer, nonmedullary, 1",Pathogenic,"criteria provided, multiple submitters, no conflicts",6,"not provided|Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype|Thyroid cancer, nonmedullary, 1",hereditary_cancer,2026-05-05,"Sep 13, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_561953,561953,LZTR1,not provided|Cardiovascular phenotype;Hereditary cancer-predisposing syndrome|Noonan syndrome 2;Noonan syndrome 10;LZTR1-related schwannomatosis,Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",3,not provided|Cardiovascular phenotype;Hereditary cancer-predisposing syndrome|Noonan syndrome 2;Noonan syndrome 10;LZTR1-related schwannomatosis,hereditary_cancer,2026-05-05,"Apr 22, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_561683,561683,LZTR1,not provided|Noonan syndrome 10|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype|LZTR1-related disorder|RASopathy|Noonan syndrome 10;LZTR1-related schwannomatosis,Pathogenic,reviewed by expert panel,10,not provided|Noonan syndrome 10|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype|LZTR1-related disorder|RASopathy|Noonan syndrome 10;LZTR1-related schwannomatosis,hereditary_cancer,2026-05-05,"Dec 03, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_562196,562196,BLM,Bloom syndrome|Hereditary cancer-predisposing syndrome,Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",5,Bloom syndrome|Hereditary cancer-predisposing syndrome,hereditary_cancer,2026-05-05,"Sep 10, 2025",materially_updated_since_prior_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_583582,583582,SDHB,Pheochromocytoma/paraganglioma syndrome 4;Gastrointestinal stromal tumor;Pheochromocytoma,Pathogenic,"criteria provided, single submitter",1,Pheochromocytoma/paraganglioma syndrome 4;Gastrointestinal stromal tumor;Pheochromocytoma,hereditary_cancer,2026-05-05,"Jul 11, 2019",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_583909,583909,SDHB,Pheochromocytoma/paraganglioma syndrome 4;Gastrointestinal stromal tumor;Pheochromocytoma,Pathogenic,"criteria provided, single submitter",1,Pheochromocytoma/paraganglioma syndrome 4;Gastrointestinal stromal tumor;Pheochromocytoma,hereditary_cancer,2026-05-05,"Jan 26, 2018",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_584021,584021,SDHB,Pheochromocytoma/paraganglioma syndrome 4;Gastrointestinal stromal tumor;Pheochromocytoma,Pathogenic,"criteria provided, single submitter",1,Pheochromocytoma/paraganglioma syndrome 4;Gastrointestinal stromal tumor;Pheochromocytoma,hereditary_cancer,2026-05-05,"May 31, 2018",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_583569,583569,SDHB,Pheochromocytoma/paraganglioma syndrome 4;Gastrointestinal stromal tumor;Pheochromocytoma,Pathogenic,"criteria provided, single submitter",1,Pheochromocytoma/paraganglioma syndrome 4;Gastrointestinal stromal tumor;Pheochromocytoma,hereditary_cancer,2026-05-05,"Oct 25, 2022",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_570507,570507,SDHC,Pheochromocytoma/paraganglioma syndrome 3;Gastrointestinal stromal tumor,Likely pathogenic,"criteria provided, single submitter",1,Pheochromocytoma/paraganglioma syndrome 3;Gastrointestinal stromal tumor,hereditary_cancer,2026-05-05,"Nov 08, 2019",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_576131,576131,SDHB,Pheochromocytoma;Gastrointestinal stromal tumor;Pheochromocytoma/paraganglioma syndrome 4|Hereditary cancer-predisposing syndrome,Likely pathogenic,"criteria provided, multiple submitters, no conflicts",2,Pheochromocytoma;Gastrointestinal stromal tumor;Pheochromocytoma/paraganglioma syndrome 4|Hereditary cancer-predisposing syndrome,hereditary_cancer,2026-05-05,"May 29, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_579501,579501,SDHB,Pheochromocytoma;Gastrointestinal stromal tumor;Pheochromocytoma/paraganglioma syndrome 4,Pathogenic,"criteria provided, single submitter",1,Pheochromocytoma;Gastrointestinal stromal tumor;Pheochromocytoma/paraganglioma syndrome 4,hereditary_cancer,2026-05-05,"Jan 01, 2018",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_573947,573947,SDHB,Pheochromocytoma;Gastrointestinal stromal tumor;Pheochromocytoma/paraganglioma syndrome 4|Hereditary cancer-predisposing syndrome,Likely pathogenic,"criteria provided, multiple submitters, no conflicts",2,Pheochromocytoma;Gastrointestinal stromal tumor;Pheochromocytoma/paraganglioma syndrome 4|Hereditary cancer-predisposing syndrome,hereditary_cancer,2026-05-05,"Sep 07, 2021",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_577492,577492,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Jan 02, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_582612,582612,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Oct 18, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_582283,582283,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Nov 04, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_571856,571856,SDHB,Pheochromocytoma;Gastrointestinal stromal tumor;Pheochromocytoma/paraganglioma syndrome 4|Hereditary cancer-predisposing syndrome,Likely pathogenic,"criteria provided, multiple submitters, no conflicts",2,Pheochromocytoma;Gastrointestinal stromal tumor;Pheochromocytoma/paraganglioma syndrome 4|Hereditary cancer-predisposing syndrome,hereditary_cancer,2026-05-05,"Feb 23, 2019",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_575043,575043,FH,Hereditary cancer-predisposing syndrome|not provided|Hereditary leiomyomatosis and renal cell cancer,Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",5,Hereditary cancer-predisposing syndrome|not provided|Hereditary leiomyomatosis and renal cell cancer,hereditary_cancer,2026-05-05,"Jul 16, 2025",materially_updated_since_prior_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_583075,583075,VHL,Von Hippel-Lindau syndrome;Chuvash polycythemia|Hereditary cancer-predisposing syndrome,Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",2,Von Hippel-Lindau syndrome;Chuvash polycythemia|Hereditary cancer-predisposing syndrome,hereditary_cancer,2026-05-05,"Oct 16, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_582605,582605,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G|Primary dilated cardiomyopathy,Likely pathogenic,"criteria provided, multiple submitters, no conflicts",2,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G|Primary dilated cardiomyopathy,cardiomyopathy,2026-05-05,"Nov 04, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_581977,581977,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Jan 07, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_582673,582673,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Oct 18, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_574373,574373,BARD1,not provided|Familial cancer of breast|Hereditary cancer-predisposing syndrome,Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",5,not provided|Familial cancer of breast|Hereditary cancer-predisposing syndrome,hereditary_cancer,2026-05-05,"Oct 10, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_583094,583094,VHL,Von Hippel-Lindau syndrome;Chuvash polycythemia|Hereditary cancer-predisposing syndrome|Von Hippel-Lindau syndrome,Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",3,Von Hippel-Lindau syndrome;Chuvash polycythemia|Hereditary cancer-predisposing syndrome|Von Hippel-Lindau syndrome,hereditary_cancer,2026-05-05,"Oct 26, 2023",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_567944,567944,VHL,Von Hippel-Lindau syndrome;Chuvash polycythemia|not provided|Hereditary cancer-predisposing syndrome,Pathogenic,"criteria provided, multiple submitters, no conflicts",3,Von Hippel-Lindau syndrome;Chuvash polycythemia|not provided|Hereditary cancer-predisposing syndrome,hereditary_cancer,2026-05-05,"Mar 07, 2023",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_578280,578280,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G|Cardiovascular phenotype,Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",2,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G|Cardiovascular phenotype,cardiomyopathy,2026-05-05,"Jul 21, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_978537,978537,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J|not provided|Cardiovascular phenotype|Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, multiple submitters, no conflicts",5,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J|not provided|Cardiovascular phenotype|Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Oct 13, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_582115,582115,SDHA,"Mitochondrial complex II deficiency, nuclear type 1;Pheochromocytoma/paraganglioma syndrome 5|Hereditary cancer-predisposing syndrome|Pheochromocytoma/paraganglioma syndrome 5",Pathogenic,"criteria provided, multiple submitters, no conflicts",3,"Mitochondrial complex II deficiency, nuclear type 1;Pheochromocytoma/paraganglioma syndrome 5|Hereditary cancer-predisposing syndrome|Pheochromocytoma/paraganglioma syndrome 5",hereditary_cancer,2026-05-05,"Nov 28, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_574154,574154,SDHA,"Mitochondrial complex II deficiency, nuclear type 1;Pheochromocytoma/paraganglioma syndrome 5|not provided|Pheochromocytoma/paraganglioma syndrome 5|Hereditary cancer-predisposing syndrome",Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",4,"Mitochondrial complex II deficiency, nuclear type 1;Pheochromocytoma/paraganglioma syndrome 5|not provided|Pheochromocytoma/paraganglioma syndrome 5|Hereditary cancer-predisposing syndrome",hereditary_cancer,2026-05-05,"Oct 08, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_577461,577461,SDHA,"Pheochromocytoma/paraganglioma syndrome 5;Mitochondrial complex II deficiency, nuclear type 1|Gastrointestinal stromal tumor|Hereditary cancer-predisposing syndrome|SDHA-related disorder|Pheochromocytoma/paraganglioma syndrome 5|not provided",Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",8,"Pheochromocytoma/paraganglioma syndrome 5;Mitochondrial complex II deficiency, nuclear type 1|Gastrointestinal stromal tumor|Hereditary cancer-predisposing syndrome|SDHA-related disorder|Pheochromocytoma/paraganglioma syndrome 5|not provided",hereditary_cancer,2026-05-05,"Nov 17, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_578186,578186,PRKN,not provided|PRKN-related disorder|Lung cancer;Ovarian cancer;Autosomal recessive juvenile Parkinson disease 2|Autosomal recessive juvenile Parkinson disease 2,Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",6,not provided|PRKN-related disorder|Lung cancer;Ovarian cancer;Autosomal recessive juvenile Parkinson disease 2|Autosomal recessive juvenile Parkinson disease 2,hereditary_cancer,2026-05-05,"Apr 20, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_567689,567689,MSH6,Hereditary nonpolyposis colorectal neoplasms|Colorectal cancer|Lynch-like syndrome|Hereditary cancer-predisposing syndrome|Lynch syndrome 5|Endometrial carcinoma;Lynch syndrome 5;Mismatch repair cancer syndrome 3,Pathogenic,"criteria provided, multiple submitters, no conflicts",6,Hereditary nonpolyposis colorectal neoplasms|Colorectal cancer|Lynch-like syndrome|Hereditary cancer-predisposing syndrome|Lynch syndrome 5|Endometrial carcinoma;Lynch syndrome 5;Mismatch repair cancer syndrome 3,hereditary_cancer,2026-05-05,"Aug 19, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
